1
ID1,ID2,ID3
SLS
600,2.189621925354004
800,1.7437858581542969
1000,3.820990800857544
800,2.04797625541687
50,0.1269350051879882
100,0.2603299617767334
100,0.2893440723419189
200,0.5467472076416016
50,0.1686179637908935
400,0.8537099361419678
75,0.18013596534729
25,0.0814709663391113
100,0.2269289493560791
100,0.2358989715576172
50,0.1490328311920166
300,0.6273660659790039
25,0.079345703125
200,0.4108588695526123
75,0.1680541038513183
100,0.2379100322723388
200,0.422868013381958
75,0.1904020309448242
100,0.3403089046478271
50,0.1211738586425781
400,0.8526291847229004
200,0.426199197769165
600,1.232715129852295
25,0.0764846801757812
200,0.4103968143463135
600,1.2335708141326904
1000,2.107009172439575
75,0.1727781295776367
400,0.7915771007537842
100,0.2152509689331054
75,0.1755011081695556
100,0.2190349102020263
400,0.7991859912872314
600,1.2484629154205322
200,0.400416612625122
25,0.078287124633789
75,0.1677892208099365
1000,2.098207950592041
300,0.5847749710083008
300,0.5872030258178711
50,0.1185610294342041
800,1.6486921310424805
600,1.3154230117797852
400,0.8132760524749756
1000,2.1365067958831787
100,0.2105128765106201
300,0.5841560363769531
1000,2.1082122325897217
600,1.2628977298736572
25,0.0775856971740722
800,1.6512610912322998
75,0.167327880859375
300,0.6391289234161377
400,0.7880880832672119
600,1.2588388919830322
800,1.640352725982666
300,0.5974216461181641
800,1.719602108001709
300,0.6046850681304932
50,0.1189939975738525
600,1.2205917835235596
200,0.4052188396453857
1000,2.113445997238159
200,0.4004008769989013
100,0.2174363136291504
400,0.816072940826416
75,0.1675539016723632
400,0.788193941116333
800,1.6594219207763672
200,0.4037108421325683
800,1.6728761196136477
1000,2.136167049407959
25,0.0788788795471191
600,1.298475980758667
75,0.1716809272766113
800,1.6620979309082031
300,0.5911698341369629
400,0.8072099685668945
400,0.810636043548584
75,0.1668181419372558
25,0.080125093460083
600,1.2676007747650146
1000,2.186612129211426
1000,2.1230721473693848
50,0.1256270408630371
25,0.077582836151123
25,0.0864067077636718
300,0.6114799976348877
25,0.0791769027709961
50,0.1457152366638183
1000,2.1418747901916504
800,1.6749498844146729
50,0.1205720901489257
200,0.4057881832122803
300,0.6099338531494141
50,0.1216869354248046
